text,label
"Đmm, phòng như cái chuồng chó.",2
"Có dịch vụ đặc biệt, ánh sáng mờ.",1
"Phòng nằm ở thoáng mát, gần trung tâm.",0
"Phòng cặp đôi, phù hợp FWB.",1
"Phòng kín đáo, dành cho đồ chơi.",1
bưng bít làm đất nước tụt hậu.,3
Phòng thích hợp cho người lớn riêng tư.,1
"Địt mẹ cái cái toilet, lừa đảo.",2
"Phòng sạch sẽ, giá hợp lý.",0
"Chính quyền ngu xuẩn, dân khổ.",3
"Cho thuê phòng gần chợ, đầy đủ tiện nghi.",0
"Vãi lìn, ổ chuột kiểu này.",2
"Chính quyền vô trách nhiệm, dân khổ.",3
"Không cần xem phòng, chỉ cần online.",4
"Địt mẹ cái khu ổ chuột, lừa đảo.",2
"Con cặc, phòng như phòng trọ rẻ tiền.",2
"Phòng tiện nghi, giá hợp lý.",0
"Phòng kín đáo, dành cho mối quan hệ mở.",1
"Địt mẹ cái bãi rác, lừa đảo.",2
"Con cặc, phòng như cái chòi.",2
"Có gương soi, ánh sáng mờ.",1
"Phòng nằm ở gần chợ, gần trung tâm.",0
"Phòng siêu rẻ, chỉ ví điện tử/tháng.",4
"Nhà nước không ra gì, không hỗ trợ gì.",3
"Phòng siêu rẻ, chỉ chuyển khoản/tháng.",4
"Có fwb, ánh sáng mờ.",1
"Chính quyền lừa dân, dân khổ.",3
"Phòng đồ chơi, phù hợp FWB.",1
tham nhũng làm đất nước tụt hậu.,3
"Đmm, phòng như cái nhà xí.",2
"Con cặc, phòng như phòng trọ rẻ tiền.",2
Phòng thích hợp cho mối quan hệ mở riêng tư.,1
"Phòng tiện nghi, giá hợp lý.",0
"Vãi lìn, cái chòi kiểu này.",2
"Chính sách thối nát, bóp cổ dân.",3
"Chính quyền bưng bít, dân khổ.",3
"Phòng siêu rẻ, chỉ chuyển khoản/tháng.",4
"Phòng có ban công, không chung chủ, giờ giấc tự do.",0
"Vãi lìn, cái toilet kiểu này.",2
"Vãi lìn, lỗ mũi kiểu này.",2
"Phòng đồ chơi, phù hợp FWB.",1
"Chính sách dối trá, bóp cổ dân.",3
Chuyển khoản trước mới được momo.,4
"Con cặc, phòng như lỗ mũi.",2
"Chính quyền độc tài, dân khổ.",3
"Không cần xem phòng, chỉ cần booking.",4
"Phòng kín đáo, dành cho gương soi.",1
"Thằng chó chủ nhà, phòng trọ rẻ tiền.",2
"Đmm, phòng như cái chuồng chó.",2
"Có đồ chơi, ánh sáng mờ.",1
"Đừng tin thối nát, toàn hứa lèo.",3
"Phòng thoáng mát, giá hợp lý.",0
"Giao dịch qua booking, không gặp mặt.",4
"Phòng sạch sẽ, giá hợp lý.",0
"Vãi lìn, cái chòi kiểu này.",2
"Inbox gấp, phòng zalo sắp hết.",4
"Phòng giường lớn, phù hợp FWB.",1
"Địt mẹ cái chuồng chó, lừa đảo.",2
ngu xuẩn làm đất nước tụt hậu.,3
"Đmm, phòng như cái nhà xí.",2
"Nhà nước tham nhũng, không hỗ trợ gì.",3
"Địt mẹ cái phòng trọ rẻ tiền, lừa đảo.",2
"Phòng cặp đôi, phù hợp FWB.",1
"Giao dịch qua 500k, không gặp mặt.",4
"Phòng nằm ở wifi miễn phí, gần trung tâm.",0
Chuyển khoản trước mới được ví điện tử.,4
Chuyển khoản trước mới được 500k.,4
"Phòng người lớn, phù hợp FWB.",1
"Có cặp đôi, ánh sáng mờ.",1
Liên hệ Zalo để biết thêm về người lớn.,1
"Nhà nước vô trách nhiệm, không hỗ trợ gì.",3
độc tài làm đất nước tụt hậu.,3
Chuyển khoản trước mới được chuyển khoản.,4
"Phòng siêu rẻ, chỉ 500k/tháng.",4
"Có dịch vụ đặc biệt, ánh sáng mờ.",1
"Chính sách ngu xuẩn, bóp cổ dân.",3
"Phòng siêu rẻ, chỉ giữ chỗ/tháng.",4
"Giao dịch qua online, không gặp mặt.",4
"Phòng người lớn, phù hợp FWB.",1
"Phòng gần trường, giá hợp lý.",0
"Địt mẹ cái lỗ mũi, lừa đảo.",2
"Phòng gần trường, không chung chủ, giờ giấc tự do.",0
"Nhà nước ngu xuẩn, không hỗ trợ gì.",3
"Phòng nằm ở gần công viên, gần trung tâm.",0
"Thằng chó chủ nhà, khu ổ chuột.",2
"Phòng gương soi, phù hợp FWB.",1
"Địt mẹ cái ổ chuột, lừa đảo.",2
"Địt mẹ cái ổ chuột, lừa đảo.",2
"Phòng siêu rẻ, chỉ booking/tháng.",4
"Phòng massage, phù hợp FWB.",1
"Nhà nước lừa dân, không hỗ trợ gì.",3
"Khu trọ gần trường, yên tĩnh, sạch sẽ.",0
"Chính quyền không ra gì, dân khổ.",3
"Có dịch vụ đặc biệt, ánh sáng mờ.",1
"Nhà nước ngu xuẩn, không hỗ trợ gì.",3
"Đmm, phòng như cái khu ổ chuột.",2
"Phòng kín đáo, dành cho đồ chơi.",1
Chuyển khoản trước mới được 500k.,4
"Đmm, phòng như cái lỗ mũi.",2
Chuyển khoản trước mới được online.,4
"Giao dịch qua đặt cọc, không gặp mặt.",4
"Con cặc, phòng như cái chòi.",2
"Nhà nước thối nát, không hỗ trợ gì.",3
lừa dân làm đất nước tụt hậu.,3
"Địt mẹ cái khu ổ chuột, lừa đảo.",2
"Thằng chó chủ nhà, lỗ mũi.",2
"Có đồ chơi, ánh sáng mờ.",1
"Đừng tin bỏ mặc dân, toàn hứa lèo.",3
"Địt mẹ cái ổ chuột, lừa đảo.",2
"Khu trọ gần công viên, yên tĩnh, sạch sẽ.",0
"Cho thuê phòng gần công viên, đầy đủ tiện nghi.",0
"Phòng massage, phù hợp FWB.",1
"Phòng người lớn, phù hợp FWB.",1
"Inbox gấp, phòng đặt cọc sắp hết.",4
"Inbox gấp, phòng zalo sắp hết.",4
"Phòng wifi miễn phí, không chung chủ, giờ giấc tự do.",0
"Phòng siêu rẻ, chỉ ví điện tử/tháng.",4
"Chính sách bỏ mặc dân, bóp cổ dân.",3
"Chính quyền không ra gì, dân khổ.",3
"Chính sách độc tài, bóp cổ dân.",3
"Phòng nằm ở wifi miễn phí, gần trung tâm.",0
"Giao dịch qua chuyển khoản, không gặp mặt.",4
"Vãi lìn, nhà kho kiểu này.",2
"Con cặc, phòng như khu ổ chuột.",2
"Con cặc, phòng như ổ chuột.",2
"Cho thuê phòng gần chợ, đầy đủ tiện nghi.",0
"Đừng tin bưng bít, toàn hứa lèo.",3
"Thằng chó chủ nhà, cái chòi.",2
"Cho thuê phòng thoáng mát, đầy đủ tiện nghi.",0
"Đmm, phòng như cái bãi rác.",2
"Vãi lìn, nhà kho kiểu này.",2
"Phòng gần công viên, không chung chủ, giờ giấc tự do.",0
"Phòng thoáng mát, giá hợp lý.",0
"Phòng gần trường, không chung chủ, giờ giấc tự do.",0
"Chính quyền vô trách nhiệm, dân khổ.",3
"Con cặc, phòng như bãi rác.",2
"Chính sách độc tài, bóp cổ dân.",3
độc tài làm đất nước tụt hậu.,3
"Phòng gần chợ, không chung chủ, giờ giấc tự do.",0
"Phòng nằm ở có ban công, gần trung tâm.",0
"Đừng tin bưng bít, toàn hứa lèo.",3
Phòng thích hợp cho cặp đôi riêng tư.,1
Liên hệ Zalo để biết thêm về fwb.,1
"Phòng siêu rẻ, chỉ online/tháng.",4
"Nhà nước bỏ mặc dân, không hỗ trợ gì.",3
Phòng thích hợp cho đồ chơi riêng tư.,1
"Vãi lìn, lỗ mũi kiểu này.",2
Liên hệ Zalo để biết thêm về giường lớn.,1
"Thằng chó chủ nhà, phòng trọ rẻ tiền.",2
Liên hệ Zalo để biết thêm về fwb.,1
"Phòng kín đáo, dành cho giường lớn.",1
Liên hệ Zalo để biết thêm về gương soi.,1
"Nhà nước không ra gì, không hỗ trợ gì.",3
Phòng thích hợp cho nghỉ trưa riêng tư.,1
"Thằng chó chủ nhà, bãi rác.",2
Phòng thích hợp cho nghỉ trưa riêng tư.,1
"Phòng mới xây, không chung chủ, giờ giấc tự do.",0
"Đừng tin tham nhũng, toàn hứa lèo.",3
Liên hệ Zalo để biết thêm về nghỉ trưa.,1
"Phòng sạch sẽ, không chung chủ, giờ giấc tự do.",0
"Khu trọ wifi miễn phí, yên tĩnh, sạch sẽ.",0
"Phòng kín đáo, dành cho nghỉ trưa.",1
"Chính quyền thối nát, dân khổ.",3
"Vãi lìn, ổ chuột kiểu này.",2
lừa dân làm đất nước tụt hậu.,3
"Khu trọ thoáng mát, yên tĩnh, sạch sẽ.",0
lừa dân làm đất nước tụt hậu.,3
"Thằng chó chủ nhà, chuồng chó.",2
"Phòng thoáng mát, giá hợp lý.",0
"Giao dịch qua online, không gặp mặt.",4
"Inbox gấp, phòng ví điện tử sắp hết.",4
Phòng thích hợp cho dịch vụ đặc biệt riêng tư.,1
"Có đồ chơi, ánh sáng mờ.",1
"Phòng cặp đôi, phù hợp FWB.",1
"Chính sách dối trá, bóp cổ dân.",3
"Vãi lìn, chuồng chó kiểu này.",2
Liên hệ Zalo để biết thêm về giường lớn.,1
"Phòng kín đáo, dành cho nghỉ trưa.",1
Liên hệ Zalo để biết thêm về mối quan hệ mở.,1
"Thằng chó chủ nhà, cái chòi.",2
Chuyển khoản trước mới được giữ chỗ.,4
"Địt mẹ cái khu ổ chuột, lừa đảo.",2
"Có đồ chơi, ánh sáng mờ.",1
"Có cặp đôi, ánh sáng mờ.",1
"Phòng gần trường, không chung chủ, giờ giấc tự do.",0
"Phòng gần công viên, không chung chủ, giờ giấc tự do.",0
"Không cần xem phòng, chỉ cần 1k/ngày.",4
"Không cần xem phòng, chỉ cần chuyển khoản.",4
"Phòng siêu rẻ, chỉ booking/tháng.",4
"Con cặc, phòng như lỗ mũi.",2
"Phòng kín đáo, dành cho cặp đôi.",1
"Thằng chó chủ nhà, phòng trọ rẻ tiền.",2
vô trách nhiệm làm đất nước tụt hậu.,3
"Inbox gấp, phòng 1k/ngày sắp hết.",4
"Con cặc, phòng như nhà xí.",2
"Có dịch vụ đặc biệt, ánh sáng mờ.",1
"Phòng mới xây, giá hợp lý.",0
"Có gương soi, ánh sáng mờ.",1
"Vãi lìn, bãi rác kiểu này.",2
"Không cần xem phòng, chỉ cần đặt cọc.",4
Chuyển khoản trước mới được 1k/ngày.,4
"Thằng chó chủ nhà, cái toilet.",2
"Không cần xem phòng, chỉ cần chuyển khoản.",4
"Nhà nước bỏ mặc dân, không hỗ trợ gì.",3
Liên hệ Zalo để biết thêm về fwb.,1
"Phòng siêu rẻ, chỉ 500k/tháng.",4
"Đừng tin dối trá, toàn hứa lèo.",3
"Chính sách ngu xuẩn, bóp cổ dân.",3
"Không cần xem phòng, chỉ cần chuyển khoản.",4
"Có nghỉ trưa, ánh sáng mờ.",1
"Có fwb, ánh sáng mờ.",1
"Chính sách vô trách nhiệm, bóp cổ dân.",3
"Khu trọ có ban công, yên tĩnh, sạch sẽ.",0
"Địt mẹ cái ổ chuột, lừa đảo.",2
"Chính sách không ra gì, bóp cổ dân.",3
"Không cần xem phòng, chỉ cần 500k.",4
Chuyển khoản trước mới được online.,4
"Chính quyền vô trách nhiệm, dân khổ.",3
"Chính quyền ngu xuẩn, dân khổ.",3
"Phòng an ninh, giá hợp lý.",0
"Nhà nước bưng bít, không hỗ trợ gì.",3
"Phòng massage, phù hợp FWB.",1
Phòng thích hợp cho massage riêng tư.,1
"Đmm, phòng như cái lỗ mũi.",2
"Vãi lìn, cái toilet kiểu này.",2
"Khu trọ thoáng mát, yên tĩnh, sạch sẽ.",0
"Khu trọ an ninh, yên tĩnh, sạch sẽ.",0
"Con cặc, phòng như ổ chuột.",2
"Vãi lìn, phòng trọ rẻ tiền kiểu này.",2
"Phòng gần trường, không chung chủ, giờ giấc tự do.",0
Phòng thích hợp cho gương soi riêng tư.,1
"Đừng tin ngu xuẩn, toàn hứa lèo.",3
Chuyển khoản trước mới được giữ chỗ.,4
"Phòng kín đáo, dành cho dịch vụ đặc biệt.",1
"Cho thuê phòng mới xây, đầy đủ tiện nghi.",0
"Phòng tiện nghi, giá hợp lý.",0
"Phòng nghỉ trưa, phù hợp FWB.",1
"Địt mẹ cái chuồng chó, lừa đảo.",2
"Địt mẹ cái cái toilet, lừa đảo.",2
Chuyển khoản trước mới được giữ chỗ.,4
"Inbox gấp, phòng booking sắp hết.",4
"Con cặc, phòng như khu ổ chuột.",2
"Phòng cặp đôi, phù hợp FWB.",1
"Phòng nằm ở gần công viên, gần trung tâm.",0
"Vãi lìn, cái toilet kiểu này.",2
Chuyển khoản trước mới được zalo.,4
"Phòng gần chợ, giá hợp lý.",0
"Con cặc, phòng như ổ chuột.",2
"Phòng siêu rẻ, chỉ momo/tháng.",4
"Đmm, phòng như cái nhà xí.",2
Liên hệ Zalo để biết thêm về gương soi.,1
"Không cần xem phòng, chỉ cần booking.",4
"Nhà nước dối trá, không hỗ trợ gì.",3
"Con cặc, phòng như nhà xí.",2
"Phòng nằm ở tiện nghi, gần trung tâm.",0
"Đừng tin lừa dân, toàn hứa lèo.",3
"Có dịch vụ đặc biệt, ánh sáng mờ.",1
"Inbox gấp, phòng momo sắp hết.",4
"Phòng kín đáo, dành cho dịch vụ đặc biệt.",1
"Phòng nằm ở wifi miễn phí, gần trung tâm.",0
"Chính sách vô trách nhiệm, bóp cổ dân.",3
Phòng thích hợp cho cặp đôi riêng tư.,1
"Chính sách độc tài, bóp cổ dân.",3
"Có cặp đôi, ánh sáng mờ.",1
"Phòng kín đáo, dành cho fwb.",1
ngu xuẩn làm đất nước tụt hậu.,3
"Phòng gần công viên, không chung chủ, giờ giấc tự do.",0
"Inbox gấp, phòng chuyển khoản sắp hết.",4
"Inbox gấp, phòng ví điện tử sắp hết.",4
ngu xuẩn làm đất nước tụt hậu.,3
"Cho thuê phòng gần trường, đầy đủ tiện nghi.",0
"Phòng gần chợ, giá hợp lý.",0
"Có người lớn, ánh sáng mờ.",1
"Cho thuê phòng sạch sẽ, đầy đủ tiện nghi.",0
Chuyển khoản trước mới được 500k.,4
"Phòng kín đáo, dành cho người lớn.",1
lừa dân làm đất nước tụt hậu.,3
"Khu trọ an ninh, yên tĩnh, sạch sẽ.",0
"Phòng giường lớn, phù hợp FWB.",1
"Cho thuê phòng gần chợ, đầy đủ tiện nghi.",0
Chuyển khoản trước mới được zalo.,4
"Phòng kín đáo, dành cho gương soi.",1
"Phòng nằm ở sạch sẽ, gần trung tâm.",0
"Phòng mới xây, giá hợp lý.",0
Phòng thích hợp cho nghỉ trưa riêng tư.,1
Phòng thích hợp cho dịch vụ đặc biệt riêng tư.,1
"Cho thuê phòng an ninh, đầy đủ tiện nghi.",0
"Chính quyền thối nát, dân khổ.",3
"Giao dịch qua booking, không gặp mặt.",4
Phòng thích hợp cho gương soi riêng tư.,1
"Chính quyền bỏ mặc dân, dân khổ.",3
Phòng thích hợp cho mối quan hệ mở riêng tư.,1
"Có người lớn, ánh sáng mờ.",1
"Cho thuê phòng gần chợ, đầy đủ tiện nghi.",0
"Con cặc, phòng như ổ chuột.",2
"Thằng chó chủ nhà, bãi rác.",2
"Không cần xem phòng, chỉ cần booking.",4
"Nhà nước vô trách nhiệm, không hỗ trợ gì.",3
"Vãi lìn, lỗ mũi kiểu này.",2
"Phòng nằm ở gần công viên, gần trung tâm.",0
"Khu trọ sạch sẽ, yên tĩnh, sạch sẽ.",0
"Chính sách ngu xuẩn, bóp cổ dân.",3
"Phòng gần trường, giá hợp lý.",0
"Phòng có ban công, không chung chủ, giờ giấc tự do.",0
"Phòng thoáng mát, không chung chủ, giờ giấc tự do.",0
"Khu trọ thoáng mát, yên tĩnh, sạch sẽ.",0
"Phòng fwb, phù hợp FWB.",1
Phòng thích hợp cho giường lớn riêng tư.,1
"Phòng nằm ở gần chợ, gần trung tâm.",0
"Vãi lìn, nhà kho kiểu này.",2
"Phòng siêu rẻ, chỉ chuyển khoản/tháng.",4
"Khu trọ tiện nghi, yên tĩnh, sạch sẽ.",0
"Phòng fwb, phù hợp FWB.",1
"Phòng siêu rẻ, chỉ 500k/tháng.",4
"Phòng có ban công, không chung chủ, giờ giấc tự do.",0
"Phòng có ban công, không chung chủ, giờ giấc tự do.",0
"Thằng chó chủ nhà, phòng trọ rẻ tiền.",2
"Địt mẹ cái cái chòi, lừa đảo.",2
"Đừng tin lừa dân, toàn hứa lèo.",3
"Chính sách vô trách nhiệm, bóp cổ dân.",3
"Thằng chó chủ nhà, nhà xí.",2
Chuyển khoản trước mới được giữ chỗ.,4
"Inbox gấp, phòng zalo sắp hết.",4
"Phòng nằm ở sạch sẽ, gần trung tâm.",0
"Địt mẹ cái nhà xí, lừa đảo.",2
"Chính sách bưng bít, bóp cổ dân.",3
"Inbox gấp, phòng chuyển khoản sắp hết.",4
"Chính quyền tham nhũng, dân khổ.",3
Liên hệ Zalo để biết thêm về gương soi.,1
"Khu trọ gần chợ, yên tĩnh, sạch sẽ.",0
"Phòng mối quan hệ mở, phù hợp FWB.",1
"Inbox gấp, phòng booking sắp hết.",4
"Khu trọ gần công viên, yên tĩnh, sạch sẽ.",0
Phòng thích hợp cho massage riêng tư.,1
"Cho thuê phòng gần chợ, đầy đủ tiện nghi.",0
"Phòng kín đáo, dành cho gương soi.",1
"Thằng chó chủ nhà, lỗ mũi.",2
"Phòng đồ chơi, phù hợp FWB.",1
"Cho thuê phòng wifi miễn phí, đầy đủ tiện nghi.",0
vô trách nhiệm làm đất nước tụt hậu.,3
không ra gì làm đất nước tụt hậu.,3
Phòng thích hợp cho đồ chơi riêng tư.,1
"Phòng sạch sẽ, không chung chủ, giờ giấc tự do.",0
Phòng thích hợp cho cặp đôi riêng tư.,1
"Phòng nằm ở gần công viên, gần trung tâm.",0
"Phòng mới xây, không chung chủ, giờ giấc tự do.",0
"Đừng tin tham nhũng, toàn hứa lèo.",3
"Có mối quan hệ mở, ánh sáng mờ.",1
"Phòng gần trường, giá hợp lý.",0
"Đừng tin không ra gì, toàn hứa lèo.",3
"Nhà nước bỏ mặc dân, không hỗ trợ gì.",3
Chuyển khoản trước mới được đặt cọc.,4
"Không cần xem phòng, chỉ cần giữ chỗ.",4
Liên hệ Zalo để biết thêm về nghỉ trưa.,1
"Đừng tin bưng bít, toàn hứa lèo.",3
"Cho thuê phòng thoáng mát, đầy đủ tiện nghi.",0
"Phòng siêu rẻ, chỉ đặt cọc/tháng.",4
Chuyển khoản trước mới được ví điện tử.,4
Liên hệ Zalo để biết thêm về mối quan hệ mở.,1
"Đừng tin thối nát, toàn hứa lèo.",3
"Phòng wifi miễn phí, không chung chủ, giờ giấc tự do.",0
"Phòng kín đáo, dành cho mối quan hệ mở.",1
"Phòng kín đáo, dành cho massage.",1
"Phòng siêu rẻ, chỉ booking/tháng.",4
"Phòng siêu rẻ, chỉ momo/tháng.",4
"Chính quyền bưng bít, dân khổ.",3
"Địt mẹ cái nhà kho, lừa đảo.",2
"Phòng gương soi, phù hợp FWB.",1
"Không cần xem phòng, chỉ cần online.",4
"Con cặc, phòng như cái toilet.",2
Chuyển khoản trước mới được giữ chỗ.,4
"Khu trọ có ban công, yên tĩnh, sạch sẽ.",0
"Phòng giường lớn, phù hợp FWB.",1
"Con cặc, phòng như ổ chuột.",2
"Phòng mới xây, không chung chủ, giờ giấc tự do.",0
"Con cặc, phòng như ổ chuột.",2
"Phòng nghỉ trưa, phù hợp FWB.",1
"Phòng gần trường, không chung chủ, giờ giấc tự do.",0
vô trách nhiệm làm đất nước tụt hậu.,3
Chuyển khoản trước mới được zalo.,4
Chuyển khoản trước mới được zalo.,4
Phòng thích hợp cho massage riêng tư.,1
"Con cặc, phòng như nhà kho.",2
"Đừng tin độc tài, toàn hứa lèo.",3
"Phòng nằm ở tiện nghi, gần trung tâm.",0
"Cho thuê phòng có ban công, đầy đủ tiện nghi.",0
"Đừng tin ngu xuẩn, toàn hứa lèo.",3
"Giao dịch qua online, không gặp mặt.",4
Phòng thích hợp cho mối quan hệ mở riêng tư.,1
"Inbox gấp, phòng chuyển khoản sắp hết.",4
"Phòng kín đáo, dành cho người lớn.",1
"Phòng có ban công, giá hợp lý.",0
"Giao dịch qua chuyển khoản, không gặp mặt.",4
"Phòng có ban công, không chung chủ, giờ giấc tự do.",0
"Phòng nằm ở tiện nghi, gần trung tâm.",0
"Đừng tin bỏ mặc dân, toàn hứa lèo.",3
"Khu trọ thoáng mát, yên tĩnh, sạch sẽ.",0
"Đừng tin vô trách nhiệm, toàn hứa lèo.",3
"Cho thuê phòng sạch sẽ, đầy đủ tiện nghi.",0
Chuyển khoản trước mới được 500k.,4
"Phòng thoáng mát, không chung chủ, giờ giấc tự do.",0
"Phòng siêu rẻ, chỉ booking/tháng.",4
"Phòng kín đáo, dành cho mối quan hệ mở.",1
"Phòng mới xây, giá hợp lý.",0
Phòng thích hợp cho người lớn riêng tư.,1
"Phòng kín đáo, dành cho người lớn.",1
"Nhà nước lừa dân, không hỗ trợ gì.",3
"Con cặc, phòng như cái chòi.",2
"Phòng nằm ở sạch sẽ, gần trung tâm.",0
Chuyển khoản trước mới được chuyển khoản.,4
"Chính quyền thối nát, dân khổ.",3
"Nhà nước bưng bít, không hỗ trợ gì.",3
Phòng thích hợp cho fwb riêng tư.,1
"Con cặc, phòng như ổ chuột.",2
"Địt mẹ cái phòng trọ rẻ tiền, lừa đảo.",2
"Chính sách thối nát, bóp cổ dân.",3
"Phòng wifi miễn phí, không chung chủ, giờ giấc tự do.",0
"Nhà nước tham nhũng, không hỗ trợ gì.",3
"Cho thuê phòng gần công viên, đầy đủ tiện nghi.",0
thối nát làm đất nước tụt hậu.,3
"Chính sách lừa dân, bóp cổ dân.",3
"Phòng nằm ở sạch sẽ, gần trung tâm.",0
"Phòng mới xây, không chung chủ, giờ giấc tự do.",0
"Nhà nước vô trách nhiệm, không hỗ trợ gì.",3
"Con cặc, phòng như chuồng chó.",2
"Phòng nằm ở tiện nghi, gần trung tâm.",0
"Phòng siêu rẻ, chỉ đặt cọc/tháng.",4
"Phòng nằm ở gần chợ, gần trung tâm.",0
"Phòng nằm ở tiện nghi, gần trung tâm.",0
"Thằng chó chủ nhà, cái chòi.",2
"Đmm, phòng như cái cái chòi.",2
"Phòng kín đáo, dành cho massage.",1
"Giao dịch qua 500k, không gặp mặt.",4
"Phòng fwb, phù hợp FWB.",1
"Phòng thoáng mát, giá hợp lý.",0
"Chính sách ngu xuẩn, bóp cổ dân.",3
Liên hệ Zalo để biết thêm về fwb.,1
tham nhũng làm đất nước tụt hậu.,3
Liên hệ Zalo để biết thêm về cặp đôi.,1
"Nhà nước vô trách nhiệm, không hỗ trợ gì.",3
"Nhà nước bưng bít, không hỗ trợ gì.",3
"Có massage, ánh sáng mờ.",1
"Cho thuê phòng mới xây, đầy đủ tiện nghi.",0
Liên hệ Zalo để biết thêm về nghỉ trưa.,1
"Nhà nước bỏ mặc dân, không hỗ trợ gì.",3
"Chính quyền thối nát, dân khổ.",3
"Phòng có ban công, không chung chủ, giờ giấc tự do.",0
"Phòng thoáng mát, giá hợp lý.",0
Phòng thích hợp cho massage riêng tư.,1
"Vãi lìn, nhà kho kiểu này.",2
"Đmm, phòng như cái chuồng chó.",2
Chuyển khoản trước mới được chuyển khoản.,4
Phòng thích hợp cho massage riêng tư.,1
Phòng thích hợp cho fwb riêng tư.,1
"Con cặc, phòng như nhà kho.",2
"Phòng gần công viên, không chung chủ, giờ giấc tự do.",0
"Giao dịch qua 500k, không gặp mặt.",4
"Có mối quan hệ mở, ánh sáng mờ.",1
Chuyển khoản trước mới được giữ chỗ.,4
"Phòng cặp đôi, phù hợp FWB.",1
dối trá làm đất nước tụt hậu.,3
Liên hệ Zalo để biết thêm về mối quan hệ mở.,1
Chuyển khoản trước mới được booking.,4
"Inbox gấp, phòng momo sắp hết.",4
Chuyển khoản trước mới được ví điện tử.,4
"Vãi lìn, nhà xí kiểu này.",2
bỏ mặc dân làm đất nước tụt hậu.,3
"Inbox gấp, phòng ví điện tử sắp hết.",4
"Cho thuê phòng gần chợ, đầy đủ tiện nghi.",0
"Inbox gấp, phòng ví điện tử sắp hết.",4
"Có gương soi, ánh sáng mờ.",1
"Con cặc, phòng như ổ chuột.",2
"Địt mẹ cái bãi rác, lừa đảo.",2
"Chính sách dối trá, bóp cổ dân.",3
"Thằng chó chủ nhà, nhà xí.",2
"Phòng dịch vụ đặc biệt, phù hợp FWB.",1
"Phòng mối quan hệ mở, phù hợp FWB.",1
"Đmm, phòng như cái nhà kho.",2
"Phòng gần chợ, giá hợp lý.",0
"Phòng nằm ở thoáng mát, gần trung tâm.",0
"Phòng siêu rẻ, chỉ 1k/ngày/tháng.",4
"Đừng tin tham nhũng, toàn hứa lèo.",3
"Phòng an ninh, không chung chủ, giờ giấc tự do.",0
"Con cặc, phòng như bãi rác.",2
"Phòng có ban công, giá hợp lý.",0
Phòng thích hợp cho giường lớn riêng tư.,1
"Phòng gương soi, phù hợp FWB.",1
"Phòng nằm ở gần trường, gần trung tâm.",0
"Vãi lìn, khu ổ chuột kiểu này.",2
"Đmm, phòng như cái lỗ mũi.",2
"Địt mẹ cái nhà kho, lừa đảo.",2
"Phòng tiện nghi, giá hợp lý.",0
bưng bít làm đất nước tụt hậu.,3
"Chính sách bưng bít, bóp cổ dân.",3
"Phòng kín đáo, dành cho massage.",1
Chuyển khoản trước mới được chuyển khoản.,4
"Chính sách lừa dân, bóp cổ dân.",3
"Phòng thoáng mát, không chung chủ, giờ giấc tự do.",0
"Nhà nước bỏ mặc dân, không hỗ trợ gì.",3
"Đừng tin bỏ mặc dân, toàn hứa lèo.",3
"Vãi lìn, ổ chuột kiểu này.",2
Liên hệ Zalo để biết thêm về gương soi.,1
"Khu trọ có ban công, yên tĩnh, sạch sẽ.",0
"Địt mẹ cái chuồng chó, lừa đảo.",2
"Có gương soi, ánh sáng mờ.",1
"Phòng wifi miễn phí, giá hợp lý.",0
"Phòng siêu rẻ, chỉ zalo/tháng.",4
"Phòng kín đáo, dành cho nghỉ trưa.",1
"Không cần xem phòng, chỉ cần zalo.",4
"Con cặc, phòng như cái toilet.",2
"Cho thuê phòng an ninh, đầy đủ tiện nghi.",0
"Inbox gấp, phòng đặt cọc sắp hết.",4
ngu xuẩn làm đất nước tụt hậu.,3
"Thằng chó chủ nhà, bãi rác.",2
"Phòng gương soi, phù hợp FWB.",1
độc tài làm đất nước tụt hậu.,3
"Phòng có ban công, giá hợp lý.",0
"Chính quyền dối trá, dân khổ.",3
không ra gì làm đất nước tụt hậu.,3
"Vãi lìn, bãi rác kiểu này.",2
"Con cặc, phòng như cái chòi.",2
"Thằng chó chủ nhà, ổ chuột.",2
"Phòng nằm ở wifi miễn phí, gần trung tâm.",0
"Thằng chó chủ nhà, cái chòi.",2
"Phòng nằm ở an ninh, gần trung tâm.",0
"Đmm, phòng như cái bãi rác.",2
"Chính sách dối trá, bóp cổ dân.",3
"Đừng tin ngu xuẩn, toàn hứa lèo.",3
"Phòng kín đáo, dành cho cặp đôi.",1
"Phòng siêu rẻ, chỉ chuyển khoản/tháng.",4
"Nhà nước thối nát, không hỗ trợ gì.",3
"Thằng chó chủ nhà, cái toilet.",2
Chuyển khoản trước mới được giữ chỗ.,4
"Phòng siêu rẻ, chỉ đặt cọc/tháng.",4
"Con cặc, phòng như nhà xí.",2
"Inbox gấp, phòng chuyển khoản sắp hết.",4
"Phòng kín đáo, dành cho nghỉ trưa.",1
"Phòng an ninh, giá hợp lý.",0
"Phòng gần công viên, giá hợp lý.",0
"Chính quyền tham nhũng, dân khổ.",3
"Phòng mới xây, không chung chủ, giờ giấc tự do.",0
"Phòng có ban công, không chung chủ, giờ giấc tự do.",0
"Thằng chó chủ nhà, bãi rác.",2
"Cho thuê phòng gần trường, đầy đủ tiện nghi.",0
"Phòng người lớn, phù hợp FWB.",1
"Giao dịch qua chuyển khoản, không gặp mặt.",4
