2025-06-03 23:23:46.897 | ERROR    | chatbot_app.py:28 | GEMINI_API_KEY environment variable is not set. Please set it for Gemini API access.
2025-06-04 00:05:42.469 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: {'district': 'Gò Vấp', 'maxPrice': 3000000.0, 'city': 'Hồ Chí Minh'}
2025-06-04 00:05:47.592 | ERROR    | chatbot_app.py:131 | Error calling MCP Server tool 'search_rooms': 500 Server Error: Internal Server Error for url: http://localhost:5001/tools/search_rooms
2025-06-04 00:05:47.593 | ERROR    | chatbot_app.py:160 | Failed to execute tool 'search_rooms' after retries: RetryError[<Future at 0x1ac74154490 state=finished raised HTTPError>]
2025-06-04 00:05:47.595 | ERROR    | chatbot_app.py:172 | Error from MCP Server: Không thể thực hiện tìm kiếm phòng trọ lúc này: RetryError[<Future at 0x1ac74154490 state=finished raised HTTPError>]
2025-06-04 00:05:48.281 | INFO     | chatbot_app.py:177 | Bot (Error): Xin lỗi, hiện tại hệ thống đang gặp sự cố khi tìm kiếm phòng trọ. Bạn vui lòng thử lại sau nhé.
2025-06-04 00:07:15.055 | WARNING  | chatbot_app.py:43 | MCP_SERVER_BASE_URL is set to default localhost. Ensure this is correct for your deployment.
2025-06-04 00:07:15.056 | INFO     | before.py:40 | Starting call to 'chatbot_app.get_tool_definitions_from_mcp_server', this is the 1st time calling it.
2025-06-04 00:07:15.056 | INFO     | chatbot_app.py:51 | Attempting to load tool definitions from MCP Server at http://localhost:5001/tool_definitions...
2025-06-04 00:07:17.105 | INFO     | chatbot_app.py:54 | Successfully loaded tool definitions from MCP Server.
2025-06-04 00:07:17.106 | INFO     | chatbot_app.py:107 | Fixed tool definitions: [{'name': 'search_rooms', 'description': 'Tìm kiếm các phòng trọ có sẵn dựa trên các tiêu chí cụ thể như vị trí, giá cả, tiện ích và môi trường xung quanh.', 'parameters': {'type': 'OBJECT', 'properties': {'street': {'type': 'STRING', 'description': 'Tên đường của phòng trọ.'}, 'district': {'type': 'STRING', 'description': 'Quận của phòng trọ.'}, 'city': {'type': 'STRING', 'description': 'Thành phố của phòng trọ.'}, 'minPrice': {'type': 'NUMBER', 'description': 'Giá tối thiểu của phòng trọ.'}, 'maxPrice': {'type': 'NUMBER', 'description': 'Giá tối đa của phòng trọ.'}, 'areaRange': {'type': 'STRING', 'enum': ['UNDER_20', '20_40', '40_60', '60_80', 'OVER_80'], 'description': "Khoảng diện tích phòng trọ. Các giá trị hợp lệ:\n- 'UNDER_20': Dưới 20m²\n- '20_40': Từ 20m² đến 40m²\n- '40_60': Từ 40m² đến 60m²\n- '60_80': Từ 60m² đến 80m²\n- 'OVER_80': Trên 80m²\nNếu không khớp giá trị nào, sẽ không lọc theo diện tích."}, 'roomType': {'type': 'STRING', 'description': 'Loại phòng trọ.'}, 'amenities': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Danh sách các tiện ích mong muốn.'}, 'environment': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Môi trường xung quanh phòng trọ.'}, 'targetAudience': {'type': 'ARRAY', 'items': {'type': 'STRING'}, 'description': 'Đối tượng mục tiêu của phòng trọ.'}, 'hasVideoReview': {'type': 'BOOLEAN', 'description': 'Phòng trọ có video review hay không. Nếu không cung cấp, sẽ không lọc theo tiêu chí này.'}}, 'required': []}}]
2025-06-04 00:07:20.022 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở thành phố Hồ Chí Minh, quận Gò Vấp với giá dưới 3 triệu
2025-06-04 00:07:23.245 | INFO     | chatbot_app.py:153 | Gemini wants to call tool: 'search_rooms' with arguments: {'district': 'Gò Vấp', 'maxPrice': 3000000.0, 'city': 'Hồ Chí Minh'}
2025-06-04 00:07:23.284 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 1st time calling it.
2025-06-04 00:07:23.284 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: {'district': 'Gò Vấp', 'maxPrice': 3000000.0, 'city': 'Hồ Chí Minh'}
2025-06-04 00:07:28.094 | INFO     | chatbot_app.py:165 | Sending tool call result back to Gemini...
2025-06-04 00:07:30.010 | INFO     | chatbot_app.py:168 | Bot: Tôi đã tìm thấy một phòng trọ ở quận Gò Vấp, Hồ Chí Minh với giá 1.500.000 VNĐ. Bạn có muốn xem thêm chi tiết không?
2025-06-04 00:09:15.069 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở thành phố Hồ Chí Minh, quận Gò Vấp với giá dưới 3 triệu
2025-06-04 00:09:16.891 | INFO     | chatbot_app.py:153 | Gemini wants to call tool: 'search_rooms' with arguments: {'district': 'Gò Vấp', 'maxPrice': 3000000.0, 'city': 'Hồ Chí Minh'}
2025-06-04 00:09:16.901 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 1st time calling it.
2025-06-04 00:09:16.902 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: {'district': 'Gò Vấp', 'maxPrice': 3000000.0, 'city': 'Hồ Chí Minh'}
2025-06-04 00:09:21.716 | INFO     | chatbot_app.py:165 | Sending tool call result back to Gemini...
2025-06-04 00:09:22.554 | INFO     | chatbot_app.py:168 | Bot: Tôi chỉ tìm thấy một phòng trọ phù hợp với yêu cầu của bạn. Bạn có muốn tôi tìm kiếm với các tiêu chí khác không?
2025-06-04 00:09:28.538 | INFO     | chatbot_app.py:139 | User: Tôi cần tìm phòng trọ ở thành phố Hồ Chí Minh, quận Gò Vấp với giá dưới 3 triệu
2025-06-04 00:09:30.346 | INFO     | chatbot_app.py:153 | Gemini wants to call tool: 'search_rooms' with arguments: {'district': 'Gò Vấp', 'maxPrice': 3000000.0, 'city': 'Hồ Chí Minh'}
2025-06-04 00:09:30.347 | DEBUG    | before.py:40 | Starting call to 'chatbot_app.call_mcp_tool', this is the 1st time calling it.
2025-06-04 00:09:30.347 | INFO     | chatbot_app.py:125 | Calling MCP Server endpoint: http://localhost:5001/tools/search_rooms with args: {'district': 'Gò Vấp', 'maxPrice': 3000000.0, 'city': 'Hồ Chí Minh'}
2025-06-04 00:09:35.867 | INFO     | chatbot_app.py:165 | Sending tool call result back to Gemini...
2025-06-04 00:09:36.997 | INFO     | chatbot_app.py:168 | Bot: Tôi vẫn chỉ tìm thấy một phòng trọ duy nhất đáp ứng yêu cầu của bạn. Đó là một phòng trọ giá rẻ cho sinh viên với giá 1.500.000 VNĐ, diện tích 16m2, loại phòng APARTMENT, ở quận Gò Vấp, Hồ Chí Minh. Bạn có muốn xem thêm chi tiết về phòng trọ này không?

2025-06-04 00:09:50.128 | INFO     | chatbot_app.py:139 | User: có
2025-06-04 00:09:50.865 | INFO     | chatbot_app.py:181 | Gemini responded directly: Tôi rất tiếc, tôi không có khả năng cung cấp thêm chi tiết về phòng trọ này.
